
# Surface 0 of 1 surfaces

# Curve title: "'out.txt' u 1:2:3"

# Contour 0, label:        1
 0.112052  1  1 
 0.00990099  0.902829  1 

 1  0.112334  1 
 0.902253  0.00990099  1 

